client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100806.mp3	60f67e1d3d7a5922f8a51acc117bd05f9b6e7e17e0f25c195a1e91940e51765c	मां का बच्चों को प्यार करना अश्लीलता है क्या: राधे मां		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100807.mp3	5ecbedb2c24141494ef094ceeef4d6af54cce48c7e1a7a3b776d36fe180d2fe8	खाप का फरमान- स्कूल न जाएं बेटियां, करें गायों की रखवाली		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100818.mp3	65fc30bcc6ff92e5be3e9e772086b9b4fbbe943be14d156ca1782da34cdc0b2d	राजस्थान पुलिस: लो आया राउडी राठौड़		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100819.mp3	67b480d9f1a3aa4dc37c33f8d94d38bd757b172bd5998c1868e0fe4282d160e6	लद्दाख में वायु सेना का हेलीकॉप्टर दुर्घटनाग्रस्त		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100820.mp3	56cca512a14e72c15bd977a4a22f4150291e3cf65ef36936f9ba401195dc75e0	पीडीपी ने प्रतिनिधिमंडल से अलग होने की धमकी दी		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100821.mp3	6789afa8cde482ce5a9d9fff7bfdbef904066d9c9c212512c7cf4e26de8023cc	डेथ ओवर्स के गेंदबाज बनना चाहते हैं स्कॉट बोलैंड		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100823.mp3	03b772c66db416266078ab86c22c945735468f93ebebe956ee031455f32f0362	तुम्हें जर्मनी के बारे में क्या पता है?		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100828.mp3	65c3b8ae5dd56f3f9ac8598410efccee2fd790234f784dfa0e33a4ffbbd212a6	राम निवास गोयल दिल्ली विधानसभाध्यक्ष चुने गए		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100829.mp3	66c59f75c553d33d0cd82a9a3227da4b06fad5bf888fd7ef971fcc1e61c66d4e	पापा सैफ के बर्थडे के बाद सुशांत के साथ बिजी हैं सारा, देखें तस्वीर		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100841.mp3	554dac8c0ce82804244eac9b331d6cf9824ee4e75d9b1658aedf729c907c13a0	पितृत्व अवकाश लेने वाले पहले ब्रिटिश प्रधानमंत्री होंगे कैमरन		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100842.mp3	65083a508c54ecddc83f44a7376c2756aa40236a07fe11551cd2f5a3e04c10c8	आप जवाब चाहते हैं, है ना?		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100843.mp3	673c0355ffd417b8a84f564f03cbb2451111792d58c8d1180d252a9c6d49a983	संसद नहीं चलने की जिम्मेदार कांग्रेस पार्टी: अनंत कुमार		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100844.mp3	648d26f474fb33d1a3bc184975dc6ddfbc95113d32e8daed018a9e5bc4ffb1cc	परिणिति चोपड़ा प्लीज गाना मत गाना!		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100845.mp3	65a33b96b32caa30a5d5114b9f5b2fb95d40ebf1d7a3e216cc51449978df1276	अमेरिका और चीन के बीच शुल्क वृद्धि को स्थगित किया जाएगा: ट्रंप		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100851.mp3	637bd93819666662789ca38331daef145d3f84c8ab97fe2258a23d34416480ed	'आधार' लेगा डेबिट और क्रेडिट कार्ड की जगह, कर पाएंगे हर तरह के ट्रांजैक्शन		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100852.mp3	66e493d7a16c06609d3682b360538e501b5860b2c092d6b39af67e0da9ed107b	खेल मंत्रालय की पहल, खिलाड़ियों की ट्रेनिंग के लिए फ्री होंगे स्टेडियम की सुविधाएं		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100853.mp3	67dce0d009427ca33017c5809b3040275180faf13c35eac716d5c25620ca9462	दिल्ली पुलिस ने अन्ना अनशन के लिए कमर कसी		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100854.mp3	5b187822b0bc47ba47d7498e57df815420653445bc9204034c8782e61dd9124d	अभिनंदन की रिहाई में भी इमरान खान की तारीफ से नहीं चूका पाकिस्तान		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100855.mp3	63d946286db3e9f3b633bed9a7bf982b8b8e74d12084eef05df07bd49d0aa495	उत्तर भारत में जारी है ठंढ और कोहरे का कहर		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100866.mp3	609149573772cf09bb8315ab521a9f0a6c2832f9f290a197c622d896562876d7	यूपी चुनाव: अपना किला बचाने में जुटी बीजेपी		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100867.mp3	67666b40bbe37357dd1835706f42b8b5220221aa4e91e9902cc4738361e8c6cc	प्राइवेट बैंक भी ब्याज दर घटाएंगे: वित्त सचिव		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100868.mp3	627cd73bcd7955ce1aefef9fd90bedc994217d0ea4c3853077986f00e530d976	रमजान के मौके पर गूगल ने Qibla Finder सहित ये सर्विस लॉन्च की है		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100869.mp3	613cba221a29ef468d04595b9fe0c684c94e1cf404f1f6e2cf98188cd4b9a5ab	थाईलैंड ओपन बैडमिंटन: सात्विक-चिराग बने चैम्पियन, डबल्स में रचा इतिहास		0	0	fourties				hi	
641b93dcfdfb0a24fd7a150e5d95ef478a893d3d7a5f88ac6e1d159b8738d7bc5c0d7c49c020132f30b71b3da928d07ddbd57c7b0f0674a40bffbd50ed0ce5f8	common_voice_hi_43100870.mp3	5ca1fba53c3c30ef853a3968076fea73e0ba1813a192c324c1b1aa651974ea2c	सोहराबुद्दीन केस: सीबीआई हिरासत में अमित शाह		0	0	fourties				hi	
7ecb764d557013556a23339c01cd5eb0a2dad5c635ecbeab2eda3af1bc0f62f0e15ac0c24c24e0bb2074d4deaca1cce4e1fc8ff9aecd91e1a4cb5e25d75683d9	common_voice_hi_43276884.mp3	67fab148a0e63d429d345879a4621a3fd9a54a83f0d35fd69671b565a3689cd7	भ्रष्टाचार के खिलाफ एक्शन में बिहार की जनता		0	0					hi	
7ecb764d557013556a23339c01cd5eb0a2dad5c635ecbeab2eda3af1bc0f62f0e15ac0c24c24e0bb2074d4deaca1cce4e1fc8ff9aecd91e1a4cb5e25d75683d9	common_voice_hi_43276886.mp3	66ff65a37b17a12b78d38d271b83aa988cf2db294fe0097bd5564a98c6e542c0	सेक्स करती लड़की कुंए में गिरी, आशिक बचाने के बजाय भागा		0	0					hi	
7ecb764d557013556a23339c01cd5eb0a2dad5c635ecbeab2eda3af1bc0f62f0e15ac0c24c24e0bb2074d4deaca1cce4e1fc8ff9aecd91e1a4cb5e25d75683d9	common_voice_hi_43276887.mp3	5edf566e9a18e4e8bd4b91b9643ce4f665bc9a025a3b7393ac495cccd66670b7	शाहरुख की फिल्म 'रईस' के पोस्टर के बाद टीजर भी रिलीज		0	0					hi	
7ecb764d557013556a23339c01cd5eb0a2dad5c635ecbeab2eda3af1bc0f62f0e15ac0c24c24e0bb2074d4deaca1cce4e1fc8ff9aecd91e1a4cb5e25d75683d9	common_voice_hi_43276888.mp3	5f8ef02fede8fb0dd55f4306ea907b34bb5700f8dc2c83aa69e2cc23dfbb9210	'यूनिवर्स बॉस' क्रिस गेल का बड़ा हमला, कहा- कौन है इयान चैपल?		0	0					hi	
7ecb764d557013556a23339c01cd5eb0a2dad5c635ecbeab2eda3af1bc0f62f0e15ac0c24c24e0bb2074d4deaca1cce4e1fc8ff9aecd91e1a4cb5e25d75683d9	common_voice_hi_43276889.mp3	67ac3e2e49a47ecd4d0dcbcee0e99c28a391b392ec95ed70b79df10517001582	मलाइका के इस बैग की कीमत में इटली की टिकट का इंतज़ाम हो जाएगा		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276920.mp3	50f05f6de92a27533bdb4fdf60fda51f5257c4496f79770bda8e70e8b497c28f	Film Wrap: इरफान ने किया टीम को इमोशनल, कबीर सिंह का टीजर पोस्टर जारी		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276921.mp3	622412d5997b3454658e5b7cebaebb3051cd2fb321ddff9f26d5ead9b2561535	मेलबर्नः भारतीय पर हमले के मामले में दो गिरफ्तार		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276922.mp3	6415bf6b3b92eb3531a80c5d36c0b2eefea459eb9871968c79f59b8c836742da	वीर दास का ये वीडियो हाे रहा है वायरल		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276923.mp3	68290f49503d87209829b47a0aa94bf135c81a4209a7c4886514bedbdeccd702	Chhattisgarh: अब किसानों की अधिग्रहित जमीन लौटाएगी भूपेश बघेल की सरकार		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276924.mp3	63b4c53108daecddaf8853d58fdb3f7edf1633fc9d8ff317212d71a36fc9980c	अमेरिकी पुलिस को मिला शव, कहा- लापता भारतीय बच्ची की हो सकती है बॉडी		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276993.mp3	5eb6e25cf508f3f83226f7a81f4014efc22804bdf0442a25162378d7d9aef5f7	मणिपुर: मुठभेड़ में असम राइफल्स के दो जवान घायल, एक उग्रवादी ढेर		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276995.mp3	580eec9748b3ae51d97f94e36bca976182ba1cb7dc5cc522d7c7c14f2f7b2d20	खुशवंतनामा: खुशवंत सिंह की शख्सियत का आईना		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276997.mp3	63446e1db321b88fda4ef40e386c23ef713db91fc52c565233c942d84a1bd03c	राहुल की टिप्पणी पर कांग्रेस व अकाली दल में ठनी		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43276999.mp3	65387ac0fe08cf19d55c5a9fca4f5de2b848a557152d53a17b467a967b8daa43	दिल्लीवासियों को पानी के संकट से राहत		0	0					hi	
43708fa72d18de21b40c413ba8a0514b15a0cd3fb06036cb0e9d9ce2dccde1e4eb5869c3a7afed54ec687fc1de776beed757cad3e3d56caef153cc81278c48ae	common_voice_hi_43277001.mp3	63288ecb58608fa9bf76fe648e374bc27db7cfe1ce3f09cb30f9ab5941c956c0	अगर दिल्ली पूर्ण राज्य होता, तो क्या ऐसी होती तस्वीर!		0	0					hi	
c945f72856b28c7e0d63bb0a04e3a4af269aac0407d61be83759a70acb671adc0ac20d4428ce56a537fff99c7fe45a0ed9bafdf6f3ac66db9db34e463904c310	common_voice_hi_43388576.mp3	60e81e94acf4ff50e8e057426957e6fbf72b8f645e09e9db4f9ba298bcd2381b	कपिल ने की ईडन गार्डन्स में घंटी बजाकर मैच की शुरुआत		0	0			it's a hindi language in gujarati kathiyawadi tone.		hi	
c945f72856b28c7e0d63bb0a04e3a4af269aac0407d61be83759a70acb671adc0ac20d4428ce56a537fff99c7fe45a0ed9bafdf6f3ac66db9db34e463904c310	common_voice_hi_43388577.mp3	6460238ce584d4414cc35f6bfcb46e36836330aee8bb3a49e6318fa401771cbb	देशहित में नहीं कर सकते राफेल विमान की कीमतों का खुलासाः रक्षा मंत्री		0	0			it's a hindi language in gujarati kathiyawadi tone.		hi	
c945f72856b28c7e0d63bb0a04e3a4af269aac0407d61be83759a70acb671adc0ac20d4428ce56a537fff99c7fe45a0ed9bafdf6f3ac66db9db34e463904c310	common_voice_hi_43388578.mp3	6470fbf3ba4b4d850ee2913be16076675742c1c92a9cec3bc3d9044b935064d7	ब्रिटनी स्पीयर्स जैसा फिगर चाहती हैं तो ये करें...		0	0			it's a hindi language in gujarati kathiyawadi tone.		hi	
c945f72856b28c7e0d63bb0a04e3a4af269aac0407d61be83759a70acb671adc0ac20d4428ce56a537fff99c7fe45a0ed9bafdf6f3ac66db9db34e463904c310	common_voice_hi_43388579.mp3	6767a0694ce90964a002dc07353d32c3c7b401cdf1004021410b53e961fb80bd	कम से कम दो साल तक तो येरूशलम में दूतावास नहीं ले जाएंगे: टिलरसन		0	0			it's a hindi language in gujarati kathiyawadi tone.		hi	
c945f72856b28c7e0d63bb0a04e3a4af269aac0407d61be83759a70acb671adc0ac20d4428ce56a537fff99c7fe45a0ed9bafdf6f3ac66db9db34e463904c310	common_voice_hi_43388580.mp3	664df70f5739ac6710a65278905809410ae97561737e06d3e164c2eb8a89d57e	रिश्ते को मजबूत बनाना है तो सेक्स नहीं रोमांस करें...		0	0			it's a hindi language in gujarati kathiyawadi tone.		hi	
36c9ea6d188c123837349998e9e8cf32c94f6f7ac6b29c622057feac99f7dbd26319fa12aea06a0142454e1df8eda16a33e0ca059246aeb66d8b0cc8e1a46b91	common_voice_hi_43388581.mp3	628d8f4ffbc1e804e853e66c1d2e57d45c29c2c4e23191aaf6aba0666f7d3304	पंजाब के बाढ़ प्रभावित इलाकों में नहीं पहुंची सरकारी मदद		0	0			it's a hindi language in gujarati kathiyawadi tone.,I leave in Guajrat and can speak guajrati , hindi and english but local language type tone.		hi	
36c9ea6d188c123837349998e9e8cf32c94f6f7ac6b29c622057feac99f7dbd26319fa12aea06a0142454e1df8eda16a33e0ca059246aeb66d8b0cc8e1a46b91	common_voice_hi_43388582.mp3	636fae163e76fead9c20b2a57a9728495c299dd546df4e2a6bda54302341c6f6	पोर्न देख वहशी बना युवक, भाभी-भतीजी का कत्ल कर शव से किया रेप		0	0			it's a hindi language in gujarati kathiyawadi tone.,I leave in Guajrat and can speak guajrati , hindi and english but local language type tone.		hi	
